area,area_title,area_type,naics,naics_title,occ_code,occ_title,tot_emp,a_median
27500,"Janesville, WI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1,"53,580"
27500,"Janesville, WI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",580,"56,470"
27500,"Janesville, WI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",470,"53,290"
27620,"Jefferson City, MO",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",460,"36,810"
27620,"Jefferson City, MO",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"39,020"
27620,"Jefferson City, MO",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",630,"37,310"
27740,"Johnson City, TN",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",280,"45,000"
27740,"Johnson City, TN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",580,"43,800"
27780,"Johnstown, PA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",550,"42,430"
27780,"Johnstown, PA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",440,"58,540"
27780,"Johnstown, PA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",550,"53,220"
27860,"Jonesboro, AR",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",450,"40,610"
27860,"Jonesboro, AR",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",270,"44,090"
27860,"Jonesboro, AR",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",350,"42,640"
27900,"Joplin, MO",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",770,"42,020"
27900,"Joplin, MO",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",400,"43,980"
27900,"Joplin, MO",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",490,"44,840"
28020,"Kalamazoo-Portage, MI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",960,"49,950"
28020,"Kalamazoo-Portage, MI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",340,"58,870"
28020,"Kalamazoo-Portage, MI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",550,"53,720"
28100,"Kankakee-Bradley, IL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",300,"45,320"
28100,"Kankakee-Bradley, IL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",470,"52,430"
28100,"Kankakee-Bradley, IL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",310,"48,340"
28140,"Kansas City, MO-KS",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",9880,"46,840"
28140,"Kansas City, MO-KS",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",3680,"47,390"
28140,"Kansas City, MO-KS",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",6870,"48,220"
28420,"Kennewick-Pasco-Richland, WA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1210,"60,280"
28420,"Kennewick-Pasco-Richland, WA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",490,"59,890"
28420,"Kennewick-Pasco-Richland, WA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",650,"63,190"
28660,"Killeen-Temple-Fort Hood, TX",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2610,"45,610"
28660,"Killeen-Temple-Fort Hood, TX",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1170,"45,860"
28660,"Killeen-Temple-Fort Hood, TX",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1400,"47,510"
28700,"Kingsport-Bristol-Bristol, TN-VA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1290,"44,880"
28700,"Kingsport-Bristol-Bristol, TN-VA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",560,"47,040"
28700,"Kingsport-Bristol-Bristol, TN-VA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",830,"47,020"
28740,"Kingston, NY",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",640,"78,040"
28740,"Kingston, NY",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",390,"78,140"
28740,"Kingston, NY",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",750,"70,300"
28940,"Knoxville, TN",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3030,"44,720"
28940,"Knoxville, TN",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1210,"46,640"
28940,"Knoxville, TN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1740,"46,720"
29020,"Kokomo, IN",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",240,"49,900"
29020,"Kokomo, IN",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",370,"51,690"
29020,"Kokomo, IN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",200,"46,880"
29100,"La Crosse, WI-MN",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",600,"49,950"
29100,"La Crosse, WI-MN",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",390,"51,900"
29100,"La Crosse, WI-MN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",630,"56,770"
29140,"Lafayette, IN",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",620,"52,320"
29140,"Lafayette, IN",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",220,"49,710"
29140,"Lafayette, IN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"51,540"
29180,"Lafayette, LA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",150,"51,730"
29180,"Lafayette, LA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",950,"46,670"
29180,"Lafayette, LA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1060,"50,200"
29420,"Lake Havasu City - Kingman, AZ",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",490,"37,660"
29420,"Lake Havasu City - Kingman, AZ",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",240,"36,520"
29420,"Lake Havasu City - Kingman, AZ",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",360,"38,890"
29540,"Lancaster, PA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1730,"57,500"
29540,"Lancaster, PA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",940,"57,450"
29540,"Lancaster, PA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1380,"57,210"
29620,"Lansing-East Lansing, MI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2210,"65,190"
29620,"Lansing-East Lansing, MI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",690,"59,900"
29620,"Lansing-East Lansing, MI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1330,"59,630"
29740,"Las Cruces, NM",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1340,"67,240"
29740,"Las Cruces, NM",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",670,"70,940"
29740,"Las Cruces, NM",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",680,"55,190"
29820,"Las Vegas-Paradise, NV",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",7400,"51,390"
29820,"Las Vegas-Paradise, NV",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",3070,"52,160"
29820,"Las Vegas-Paradise, NV",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",3970,"52,150"
30020,"Lawton, OK",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",520,"39,990"
30020,"Lawton, OK",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",250,"40,190"
30020,"Lawton, OK",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",330,"40,890"
30140,"Lebanon, PA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",480,"58,360"
30140,"Lebanon, PA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",560,"56,620"
30300,"Lewiston, ID-WA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",230,"51,330"
30300,"Lewiston, ID-WA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"48,670"
30300,"Lewiston, ID-WA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"53,150"
30460,"Lexington-Fayette, KY",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2210,"48,830"
30460,"Lexington-Fayette, KY",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1150,"50,640"
30460,"Lexington-Fayette, KY",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1240,"50,630"
30620,"Lima, OH",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",650,"53,760"
30620,"Lima, OH",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",310,"50,420"
30620,"Lima, OH",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",310,"50,950"
30700,"Lincoln, NE",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1470,"49,410"
30700,"Lincoln, NE",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",580,"52,480"
30700,"Lincoln, NE",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",890,"51,280"
30780,"Little Rock-North Little Rock-Conway, AR",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2940,"46,610"
30780,"Little Rock-North Little Rock-Conway, AR",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1600,"48,160"
30780,"Little Rock-North Little Rock-Conway, AR",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2440,"50,040"
30860,"Logan, UT-ID",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",430,"44,960"
30860,"Logan, UT-ID",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",400,"50,050"
30860,"Logan, UT-ID",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",420,"49,830"
30980,"Longview, TX",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",860,"43,390"
30980,"Longview, TX",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",630,"44,810"
30980,"Longview, TX",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",920,"45,930"
31020,"Longview, WA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",410,"59,920"
31020,"Longview, WA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",210,"62,260"
31100,"Los Angeles-Long Beach-Santa Ana, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",43290,"75,810"
31100,"Los Angeles-Long Beach-Santa Ana, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",14020,"71,770"
31100,"Los Angeles-Long Beach-Santa Ana, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",31320,"69,090"
